Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
66.12387105728943,5.293283707032382,2.4230823589164476,3.6795175728191194,1.2911029878016849,0.0
64.41044541062338,6.31819671358952,2.7414156684169235,4.560412669903998,1.336667031734444,0.0
72.00747084249902,6.485873901997929,3.370154117435476,5.349322172259148,1.6834990883078897,0.0
70.95619115618248,6.228908077843972,3.432397637805259,4.584778990385111,1.55115469560348,0.0
74.5232674163694,6.490556526785404,3.2007311865531984,4.9320484739693295,1.4790151285536388,0.0
70.06756109646028,6.191143978721317,2.808656874733358,4.601665341839324,1.625357624969603,0.0
75.69155624216319,6.487991595676191,2.6629020972144564,4.804654838679557,1.4426891805045898,0.0
103.79499077927073,6.352298622094174,3.092488249020724,4.514660894457075,1.4394142823595344,0.0
77.15908804230769,5.74357559512258,2.942637638418441,4.621871384510095,1.4671469013390792,0.0
60.21960665380891,5.627126868014569,3.050699609692575,4.324310945361504,1.4287833668136105,0.0
85.25830039264525,5.797184945941608,2.643025258845855,3.741450596352604,1.0334368361290247,0.0
79.95095837937433,5.884841267021015,2.469975448626433,4.082921007635231,1.1711033925930179,0.0
91.47257227632969,6.555560979617066,3.102726498567401,4.399431979738254,1.362781761668828,0.0
60.99420794202359,5.8336914765398165,2.8409451366523553,4.1511949016443035,1.4953948007369051,0.0
75.99136810381148,4.804413959591499,2.963939079582178,3.698260687145332,1.3257687444005015,0.0
79.80338780759207,5.488678452853085,2.995672028993199,4.3855249930175395,1.5144634088133613,0.0
54.1512546856441,6.20979183249222,2.9344688786686812,4.723851140731011,1.611300731416053,0.0
70.7453742428257,6.3299805624221,2.808605828865688,4.423511113577445,1.452469433925207,0.0
85.62758028721501,5.830352986433181,2.6294302673295578,4.572455065671227,1.4334011278602574,0.0
71.71821443730393,5.835333090698485,2.583916554524822,4.519301605760853,1.338675312925335,0.0
80.44271934477086,6.269835264104184,2.9808919795630446,4.463809828128578,1.6066654504533884,0.0
72.96514495474744,5.710109545366893,2.4110968175632026,4.452564137312936,1.3276627970912236,0.0
74.59919269066992,4.808313438621256,2.327930375669102,3.198207763246555,0.9794563183257945,0.0
92.35478253602112,5.428640631523975,2.537501622852945,3.5200847567977425,0.9606806702888786,0.0
55.2431335783841,6.996940581005677,3.4042826323068227,4.6359092864027165,1.4019500476481768,0.0
83.6639666579694,5.627094581361465,2.5493089811679193,4.4335029572289635,1.3669015916917142,0.0
90.82271050026738,5.498054125142089,3.0565064430032494,3.8413796594940415,1.2098539035814293,0.0
80.13133568965719,5.330172208436234,2.7815967905899877,3.919363385258959,1.419233447464836,0.0
98.69790911295577,5.71197294664973,2.8095176457642297,3.939106412605658,1.0999448608171054,0.0
94.5509594707377,5.588672214461507,2.6150382454855823,3.848001417108181,1.2063067857399121,0.0
85.30577925110826,5.764260454736881,2.498045473743143,4.121711588013381,1.4200635201552392,0.0
68.65565940426688,6.60780255932571,2.7566067641455123,4.865127933568641,1.5408231560180876,0.0
58.76529583802109,6.675025293752492,2.8802874036889605,4.539984911907701,1.4644256547925496,0.0
48.10036634145362,6.110728976007055,2.853328979801978,4.751005070490408,1.4326469865414588,0.0
76.59876830783682,5.87102151424596,2.79206266575904,3.9630475580471884,1.2373479772005322,0.0
54.50334395038833,6.7714992623282635,2.5802082929214167,4.200884929528939,1.0843727814588306,0.0
90.94728649241104,5.578383103955906,2.782224536334,3.8602452718697906,1.270910337970803,0.0
76.54503877246275,6.022123947828296,3.0810406164538655,4.778822589276482,1.6640581822460732,0.0
72.40606447910336,6.57722846582099,3.09881039370702,4.759580365063183,1.4135847381317015,0.0
73.26696463897098,5.755029021953969,2.979782651748889,4.276882075498613,1.4685052191240944,0.0
59.8401633162452,5.307711892112183,2.6116098513714077,4.150076959610303,1.3916535390997948,0.0
