@RELATION 'Waveform, without duplicates, with normalization, v02'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'att11' real
@ATTRIBUTE 'att12' real
@ATTRIBUTE 'att13' real
@ATTRIBUTE 'att14' real
@ATTRIBUTE 'att15' real
@ATTRIBUTE 'att16' real
@ATTRIBUTE 'att17' real
@ATTRIBUTE 'att18' real
@ATTRIBUTE 'att19' real
@ATTRIBUTE 'att20' real
@ATTRIBUTE 'att21' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'yes','no'}

@DATA
0.32946298984034833,0.7005649717514124,0.6994152046783626,0.4306569343065693,0.4969939879759519,0.32244897959183666,0.40894039735099336,0.488556338028169,0.4973404255319148,0.3180851063829787,0.12487611496531219,0.49064906490649063,0.45697329376854595,0.5952615992102666,0.7098214285714285,0.48766603415559784,0.6640776699029126,0.5047923322683706,0.2665148063781321,0.5790754257907542,0.5997322623828649,3735.0,'yes'
0.4426705370101597,0.4759887005649718,0.43157894736842106,0.524504692387904,0.18537074148296592,0.0540816326530612,0.1498344370860927,0.35651408450704225,0.43173758865248224,0.1851063829787234,0.4073339940535184,0.45874587458745875,0.5875370919881305,0.7028627838104641,0.6901785714285714,0.5464895635673624,0.7135922330097086,0.6687965921192757,0.5227790432801821,0.6836982968369828,0.45783132530120485,940.0,'yes'
0.3671988388969521,0.4378531073446328,0.7847953216374268,0.6850886339937435,0.6412825651302605,0.7530612244897958,0.6183774834437087,0.7649647887323944,0.48670212765957444,0.4095744680851064,0.2378592666005947,0.39823982398239827,0.3293768545994066,0.032576505429417583,0.19910714285714284,0.19829222011385203,0.5533980582524272,0.3812566560170394,0.5330296127562641,0.6715328467153283,0.286479250334672,1845.0,'yes'
0.4499274310595065,0.4279661016949152,0.4795321637426901,0.6517205422314911,0.6503006012024048,0.5163265306122449,0.6134105960264901,0.4507042253521127,0.6276595744680851,0.5127659574468085,0.19326065411298318,0.32453245324532454,0.4381800197823937,0.5330700888450149,0.48125,0.4516129032258065,0.40679611650485437,0.34185303514376997,0.7072892938496582,0.5912408759124086,0.5408299866131192,3329.0,'yes'
0.7605224963715529,0.32485875706214684,0.8994152046783626,0.45464025026068816,0.718436873747495,0.7744897959183673,0.8650662251655629,0.7570422535211268,0.6941489361702127,0.6734042553191489,0.48265609514370666,0.25742574257425743,0.37190900098911966,0.1717670286278381,0.2830357142857143,0.11954459203036057,0.5864077669902912,0.24920127795527153,0.5227790432801821,0.25425790754257904,0.4484605087014726,1031.0,'yes'
0.3251088534107402,0.713276836158192,0.6690058479532164,0.28467153284671526,0.4869739478957915,0.4489795918367346,0.3485099337748344,0.32834507042253525,0.3563829787234042,0.3287234042553191,0.31516352824578786,0.6127612761276128,0.5865479723046488,0.6377097729516289,0.7107142857142857,0.5559772296015181,0.574757281553398,0.7273695420660277,0.5990888382687926,0.510948905109489,0.5033467202141901,334.0,'yes'
0.42670537010159654,0.7951977401129944,0.52046783625731,0.7413972888425443,0.32865731462925846,0.4397959183673469,0.4850993377483443,0.49119718309859156,0.5372340425531915,0.25638297872340426,0.4251734390485629,0.38613861386138615,0.4896142433234421,0.5666337611056269,0.45714285714285713,0.44592030360531315,0.5970873786407767,0.48455804046858353,0.552391799544419,0.33576642335766416,0.7215528781793842,2180.0,'yes'
0.386066763425254,0.4915254237288135,0.7497076023391812,0.697601668404588,0.749498997995992,0.8397959183673469,0.7566225165562914,0.4797535211267606,0.7163120567375886,0.5425531914893617,0.23587710604558967,0.4609460946094609,0.19287833827893175,0.40671273445212247,0.10178571428571427,0.29981024667931694,0.39708737864077664,0.27795527156549515,0.5899772209567197,0.5790754257907542,0.5220883534136547,672.0,'yes'
0.5326560232220608,0.731638418079096,0.6,0.5099061522419186,0.43687374749499,0.36632653061224485,0.37251655629139074,0.4973591549295775,0.225177304964539,0.4287234042553191,0.34588701684836476,0.2893289328932893,0.6983184965380812,0.6969397828232972,0.5491071428571428,0.5863377609108159,0.7961165048543688,0.8487752928647497,0.49886104783599083,0.5255474452554745,0.19678714859437751,4151.0,'yes'
0.25689404934687954,0.733050847457627,0.4935672514619882,0.7288842544316997,0.8116232464929859,0.810204081632653,0.7889072847682118,0.6848591549295775,0.7322695035460992,0.35,0.17244796828543113,0.29702970297029707,0.370919881305638,0.16979269496544916,0.27232142857142855,0.33965844402277046,0.4436893203883495,0.40255591054313095,0.4282460136674259,0.7128953771289537,0.23694779116465864,433.0,'yes'
