A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
0.0,-3.970048523,-2.512336381,5.346329613,-1.012008712,1.8449003609999999,0.329839797,-0.49159048299999997,0
1.0,-1.195217191,-2.839256528,3.664058758,1.5882323090000001,0.853285795,0.867530082,-0.722809367,0
2.0,-0.29202386199999997,-1.351281995,-1.7384291619999999,-0.34261592799999996,2.8386355119999997,-0.038033328,2.621636473,1
3.0,-0.657195773,-2.271626609,1.324873847,-0.097874716,3.6379704910000004,-3.413761338,0.790723217,0
4.0,1.36421682,-1.2966118770000001,-0.384658206,-0.55300577,3.030874354,-1.303849429,0.501984036,0
5.0,-3.425399755,-1.409082204,-1.913511195,-0.555774864,-3.85307147,1.914615916,-2.981523169,1
6.0,1.331605736,1.635955715,0.875974244,-1.67779794,3.106344455,-1.8474167330000002,2.414170509,0
7.0,-1.995462096,-0.42895848,1.530643583,-0.7429716759999999,0.158834003,0.9744378579999999,-1.470125066,0
8.0,-3.867632233,-3.7345135760000003,0.986429067,-1.20765455,2.292872919,4.080920787,-4.871904758,1
9.0,-0.7279827090000001,-0.44282035299999994,-4.092222827,0.597512917,0.393714261,1.6208567719999998,2.185607723,1
10.0,-2.69933629,-1.329506988,-1.418506853,-0.625545768,2.3710743709999997,3.403164523,-2.810808169,1
11.0,2.450959845,-0.5641774070000001,-1.6350407269999998,0.9423998690000001,-2.08731667,1.2143216909999999,1.294323927,0
12.0,-0.17081171899999997,-1.8672711419999999,-1.771844728,2.4131553169999997,-3.0945547380000002,-0.624884375,-2.0761139969999998,1
13.0,-1.3455305359999998,-1.6237011209999999,2.0441437540000003,1.7548129319999999,0.997567093,0.434179855,1.7240260840000001,0
14.0,2.839580937,-0.344798192,-1.019797291,0.894580857,-1.300060883,0.58237862,1.709708209,0
15.0,-2.659887385,-2.795684208,4.230403587,0.697550395,2.180911101,-0.08877539599999999,-1.083620788,0
16.0,-1.4689515469999999,-1.9503595880000002,-2.214372889,0.9097585090000001,2.864448854,3.965955655,-0.5582086829999999,1
17.0,-0.074370177,-4.714749953,0.249767641,2.935319065,1.4097551000000001,-2.643810206,1.250970347,0
18.0,-0.302364267,1.7243958469999998,-2.442337223,3.465108479,0.449791675,-0.074362452,2.493781985,1
19.0,-2.108049899,0.35646740299999996,-1.156193279,4.326722517,1.561543116,-4.630174264,-1.37665721,0
20.0,-2.334589505,-2.943708903,-3.4526277239999996,0.76239173,4.076462369,6.346445352999999,0.726775672,1
21.0,1.177592782,-0.721654493,-1.387116215,7.619851801,1.069288382,-3.7348054139999998,2.642948241,0
22.0,-2.423946222,-0.698500653,0.146030407,0.6301061689999999,2.990560508,0.779472898,3.1841881869999997,1
23.0,0.135714199,-0.7537568570000001,-2.196146456,1.039276088,0.580537553,0.227308777,2.086618541,1
24.0,0.5229607589999999,-1.428085244,-0.743518743,1.786716194,-4.207543546,-1.825231216,-1.4304298569999998,1
25.0,-1.299468393,-3.504792012,-1.1294020040000001,0.5559053829999999,-2.807550163,1.7146301080000002,-3.846641823,1
26.0,-0.300698281,-0.513603251,0.921006242,1.378172075,2.274746687,0.745336375,-2.93402889,0
27.0,1.999830964,0.669989798,-2.099615991,2.6458189709999997,-0.989495892,0.373330128,-2.397691796,1
28.0,1.44605205,1.656691823,-1.77752075,1.708962209,-0.341670322,-1.3224394940000002,-1.158128067,1
29.0,-0.595825477,1.53467991,-1.7693189740000002,0.664501835,-0.432874451,0.800438687,1.64595436,1
30.0,0.41049215,-2.260290059,-3.335948019,-0.285205194,-2.7338442639999996,2.5859857059999998,-3.0369197110000004,1
31.0,-2.560871547,-0.09641169599999999,2.413774105,1.318293666,3.271688133,-1.797184556,-2.636844815,0
32.0,1.681662618,-2.981673805,-0.079805091,-0.947866387,3.0348125560000003,-0.708611234,1.166970737,0
33.0,-0.588796035,-1.121987147,2.324295089,0.31193071,5.148739416000001,-3.351988405,5.560108692999999,1
34.0,-0.034367939,-1.332805096,2.329101271,2.862758897,0.8252393109999999,1.062672091,2.300330525,0
35.0,-0.9554023429999999,-2.461096775,-4.087156169,0.839107617,1.003216188,4.97563997,-0.98138767,1
36.0,-3.0611652730000003,0.837103637,-1.076638228,1.5247380130000001,1.764140258,-0.05647271,-1.495112616,0
37.0,3.948113709,-1.6341830830000001,-4.773780118,1.9316313000000003,0.790539691,1.5830971969999998,-2.4780559319999997,0
38.0,-1.796718509,-3.4692272930000003,3.685436759,-0.164140623,1.32029846,1.4801095290000001,-2.2929644330000003,0
39.0,1.286737909,-2.429524527,0.956133102,1.4775422409999999,4.7863756760000005,-3.382357404,2.519346925,0
40.0,1.196545025,-1.448104291,-0.921516758,2.005491286,0.40474148200000004,-0.700778848,1.071129708,1
41.0,-0.35419034200000005,-2.024042534,1.36698489,3.233616169,0.9926685190000001,1.525608545,2.740924761,0
42.0,-1.53860666,-2.7478443869999998,1.844950057,0.491249069,-0.42581552100000003,1.25976818,-1.680924092,1
43.0,0.807854104,0.7527070109999999,0.179226346,1.451582185,-1.6118591690000001,-2.776274958,0.184905607,1
44.0,3.930361392,2.7544064919999998,-2.6679495369999997,1.428248173,0.092761232,1.095793658,2.627274158,0
45.0,0.03347095,-0.044160963,-0.481202468,4.937209505,-0.609872897,-3.2315040269999997,1.248791791,0
46.0,-0.487366694,-0.768805325,-0.779231515,2.025256619,1.477926984,0.267788073,-4.4545701730000005,0
47.0,-1.387990181,2.738510761,-2.349216852,0.9534384890000001,1.860715718,2.3173099059999998,3.097818375,1
48.0,-3.328571498,0.652576936,-1.4244029569999999,0.7273853790000001,1.5769213469999999,2.57780352,0.6506778679999999,1
49.0,-1.107060152,2.261198229,-2.635197022,0.882264783,-0.02399536,2.218099369,2.8650483710000003,1
50.0,-2.938616815,0.524454917,0.802257441,-1.475930881,-0.33634893899999996,1.43064807,-2.298875523,0
51.0,-0.411307683,-1.758595285,-2.213864776,-0.149535258,1.5761842959999999,0.929197409,1.4169830909999999,1
52.0,1.343763324,-2.514417138,-3.461538942,3.841154192,0.28051513899999997,-0.025436811,0.85622891,0
53.0,1.205450296,-1.783508474,0.6526830610000001,2.442983435,1.34691458,1.115062157,-1.198656978,0
54.0,3.0103442780000003,-3.4230286289999996,-3.110977964,-1.5430445069999998,3.567608188,1.696232599,0.44584040399999997,0
55.0,2.0327970840000003,-0.641021365,-2.409689916,2.9361282889999996,1.675484552,-0.9045885359999999,2.2873503459999998,0
56.0,1.822657318,-0.5456172970000001,-0.367820835,0.25298328800000003,-0.7891074090000001,2.135911779,-3.3439558010000003,0
57.0,1.0984868209999998,-1.020374176,1.211131183,1.2601776740000001,-1.029902705,2.622737988,2.662547829,0
58.0,-0.479883026,-0.079195404,-0.8435470420000001,3.0495676069999997,3.663838119,-0.365698656,-1.4735375309999998,0
59.0,0.833097732,0.44971363200000003,-1.6385488680000002,-0.63133803,2.830906373,-0.668860377,1.049428799,0
60.0,-3.464155339,1.352111148,0.458025722,0.892746743,3.129818456,-1.74467453,-2.204610725,0
61.0,-4.67414092,0.797045882,-0.8972126690000001,-1.393983171,0.49212979700000004,3.201707789,-0.58628671,1
62.0,-3.3414930480000002,-1.3555565440000001,1.433646684,1.7223566769999998,0.11291180699999999,0.68878842,1.619183695,1
63.0,0.45531260700000004,-2.382895446,-0.83742965,-2.36617514,-0.276460122,0.852335249,-0.031126052999999997,0
64.0,-2.236188121,-1.174561063,1.4827034780000001,-0.277161056,1.497598428,1.075731385,-0.9369705859999999,0
65.0,-3.5678979710000003,1.043742178,2.563399581,0.43727671100000004,1.678518225,-5.313838222,2.071983608,0
66.0,-2.188932795,2.131754258,0.26084129100000003,3.8860483739999996,-3.196263115,-3.560593877,0.089512941,0
67.0,-1.5697638859999998,1.059864965,1.518880096,1.666096276,3.068931353,-1.48035112,2.7694586080000003,1
68.0,-1.129060897,-0.257836171,-1.9422389119999999,-0.020934662,-0.724138915,2.662111019,-0.112472887,1
69.0,-0.39960862399999997,-3.198174574,-1.250639262,2.909277682,-2.314037098,-0.23111205399999998,-3.029392365,1
70.0,0.610132436,-3.460818667,1.336759306,0.387451504,-0.136781229,2.9886455510000003,-2.0447689469999997,1
71.0,2.3544022890000003,-2.6602702540000003,2.615415905,-3.291210248,4.604454116,-1.2401174209999999,3.6895808569999997,0
72.0,0.562851227,-1.827989146,-4.622243678999999,-0.32573547,2.578804915,2.481541376,1.1527685490000001,1
73.0,0.039413687999999995,-1.1374302440000001,0.477732329,1.656480571,-3.256232026,-0.503584221,0.528698798,1
74.0,-2.159610389,-1.295959495,-1.7324352140000001,0.08072449200000001,-1.95961421,2.7230397180000003,-1.47788311,1
75.0,2.160591551,-1.6081275069999998,-3.149539978,1.354258442,2.169308776,0.561455393,1.466043609,0
76.0,2.249782051,1.30681125,-3.362142903,-3.292343017,1.536373323,2.322693886,0.171703758,0
77.0,0.913367079,0.23822762600000003,-0.86645313,0.411078967,0.7772470779999999,-0.690557676,0.269081521,1
78.0,-2.178068955,0.711060019,-2.723528183,-0.79461916,1.3716322380000001,2.661669238,-1.43801903,1
79.0,-2.1674624,-1.72966774,1.292344082,2.343027022,0.31324800399999997,-0.90759004,-1.78744711,1
80.0,1.906895248,-0.286557035,-0.642276275,-0.9096866029999999,0.56727051,0.44767671600000003,2.331284997,0
81.0,-2.451373743,-2.460445365,3.310559586,1.100072267,1.667256216,-0.01057985,-0.9083602479999999,0
82.0,2.355047056,-0.805007082,-4.046869242,-0.621273549,2.721016877,1.4036124490000002,-1.7351177080000002,1
83.0,1.41034947,-6.235107041,0.60667877,2.781526465,0.188419279,-1.655568486,1.7874656130000002,0
84.0,1.75626858,-2.078246123,-1.347003072,1.5707057130000002,0.20559483899999997,3.33230319,-0.159879504,0
85.0,-0.490313544,-2.693594239,-2.262928126,1.4082187030000002,0.8941303140000001,4.097052626,-1.192975776,1
86.0,1.889651879,-1.234884586,-2.003226871,1.618220275,0.36072433200000004,2.712213587,0.12491436199999999,0
87.0,0.523551092,-0.7852934290000001,0.307177459,-0.773882387,1.220446256,-1.329702358,1.3554852119999998,0
88.0,-1.44761768,-0.40082252,-2.015819355,0.5191476620000001,0.92156357,2.63835347,-0.52902919,1
89.0,1.288315468,0.118324055,-2.03989032,1.254207548,0.421780581,0.273822524,0.064352175,1
90.0,0.516948121,0.643780506,-2.752877948,1.265938234,0.7142901840000001,1.041064133,-2.967415983,0
91.0,-0.629540613,-1.16111198,-0.33009969,0.930469883,2.087489482,0.369549864,-4.560905342,0
92.0,-0.6917131240000001,-2.431340292,-0.909663545,2.428320647,0.24207936300000002,2.313575569,1.285942944,1
93.0,-2.090430519,-2.261319641,3.822713915,-0.512140853,0.6605951320000001,0.663423371,-1.714085315,0
94.0,0.097397568,-2.090139656,-5.0188890939999995,0.173397255,1.524662353,5.278448329,-1.700396069,1
95.0,1.3726026169999999,-0.81619118,-1.138033248,1.948956568,-0.222231916,-0.561915322,1.65215817,0
96.0,-0.618111889,-2.131703542,-1.5800251859999999,-0.195316309,3.6256767560000003,3.2593094010000003,-1.6336419930000001,1
97.0,1.80336603,-0.9760440459999999,-1.54691943,0.9263052959999999,3.13968117,-0.6832227059999999,3.401455383,0
98.0,-0.201342768,0.5791317570000001,-2.1260353419999998,3.129284882,-4.401848909,-0.552627575,-2.249965831,0
99.0,-1.159324283,0.723172074,-0.040253594,-0.7482964520000001,0.677957479,1.25184885,-2.146023387,0
100.0,-1.581378996,-0.7595014590000001,0.135359641,1.881819633,1.9980523609999998,0.729362217,0.286883321,0
101.0,-1.111426668,-2.084750358,2.519879958,0.9180039040000001,1.377124216,0.937208835,-0.894186563,0
102.0,-1.9218236519999998,-3.4813624260000005,0.441475743,1.7775234309999999,-0.283584197,0.82291936,-3.504485228,1
103.0,-1.96733108,0.77615106,0.271438354,0.695994122,2.157869261,-0.070030044,-1.521261721,0
104.0,-1.572555914,-0.009042436,1.969436236,1.884461994,0.977655875,-0.6552488089999999,2.127518998,1
105.0,-0.426619219,-1.436843963,-0.660813891,-0.5608183170000001,-1.871932248,1.269263936,-1.751339472,1
106.0,-0.7251812959999999,-1.447133711,1.8409942869999998,3.0861824789999996,2.229221836,0.555091226,3.040761752,0
107.0,1.307057369,-2.355362326,-1.47080157,-1.043470187,1.8359025430000002,0.11393051400000001,-0.055333999,0
108.0,0.137097813,-3.035084729,-0.44060071799999995,1.444977828,-3.824202947,0.85011358,-1.611571284,1
109.0,1.646001232,-3.0275176189999997,0.25095622300000003,0.965901296,-1.553907902,2.084908726,-0.474934654,1
110.0,1.4389064619999998,-1.219056994,-0.33750950700000004,-0.394803416,-1.117118275,3.082653988,-1.746685633,0
111.0,-1.2130741790000001,-0.24908012,-0.002478363,2.509596721,1.498529064,0.755573897,-0.362616748,0
112.0,1.051510414,-4.311975447,-1.399048336,-2.7912147939999996,4.2687537230000006,0.501451971,1.61098811,0
113.0,-2.030890826,-1.6424898030000001,-0.5571595770000001,0.48126990399999997,1.198923061,-0.083993546,5.3811997929999995,1
114.0,-1.712198696,-2.529664978,-2.066911436,0.44335856799999995,3.54650754,1.021727292,5.170171938999999,1
115.0,0.104978369,-1.6009400280000001,-0.787057496,2.34568665,2.3233114169999998,0.5303143570000001,1.789687083,1
116.0,-1.051734165,-3.067908145,-2.904858823,-0.622345331,3.705094866,3.2419752980000003,0.639425812,1
117.0,-1.447494934,-1.136977946,-0.836801233,1.932464027,-1.512099553,0.801874172,2.6691028230000002,1
118.0,-3.010134336,1.548268357,-0.568293032,0.20924716899999998,2.317043914,-1.242233911,-2.7274644410000004,0
119.0,-0.591987065,-2.618652027,-1.073478951,1.114681034,-2.536374537,1.75475805,-1.660639485,1
120.0,-3.8358742610000003,-0.8387955979999999,1.4128599830000002,2.251267651,-0.34372094799999997,0.9465620809999999,1.66131914,1
121.0,-0.7764049940000001,-0.116796706,-1.8130916240000001,1.2415498329999999,-0.577928389,1.3258787,0.224019932,1
