@RELATION 'Page Blocks, without duplicates, with normalization, downsampled to 05 pct, v02'

@ATTRIBUTE 'att1' real
@ATTRIBUTE 'att2' real
@ATTRIBUTE 'att3' real
@ATTRIBUTE 'att4' real
@ATTRIBUTE 'att5' real
@ATTRIBUTE 'att6' real
@ATTRIBUTE 'att7' real
@ATTRIBUTE 'att8' real
@ATTRIBUTE 'att9' real
@ATTRIBUTE 'att10' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
0.0049813200498132005,0.01092896174863388,1.8976398982302752E-4,0.003372938524381769,0.3650793650793651,0.6343283582089553,0.0032360097323600977,2.4923449405397707E-4,3.737095342644929E-4,0.001709986320109439,1.0,'no'
0.0062266500622665,0.01092896174863388,2.3896206125862725E-4,0.002808764313196592,0.39576719576719577,0.8731343283582089,0.006326034063260341,3.9165420494196397E-4,7.007053767459242E-4,0.0013679890560875513,2.0,'no'
0.0062266500622665,0.030965391621129327,7.028295919371389E-4,0.007247096197756378,0.2455026455026455,0.7238805970149255,0.008345498783454986,8.545182653279214E-4,0.001705049750081749,0.002051983584131327,3.0,'no'
0.0049813200498132005,0.01092896174863388,1.8976398982302752E-4,0.003372938524381769,0.3343915343915344,0.7260127931769724,0.008102189781021897,2.1362956633198035E-4,4.4378007193908534E-4,6.839945280437756E-4,4.0,'no'
0.0062266500622665,0.0036429872495446266,7.028295919371389E-5,0.0011937248331085515,0.47089947089947093,0.9402985074626865,0.0030413625304136255,7.120985544399345E-5,2.3356845891530807E-4,0.0010259917920656635,5.0,'no'
0.0049813200498132005,0.012750455373406194,2.2490546941988446E-4,0.0038572082335535957,0.5238095238095238,1.0,0.0035036496350364962,5.340739158299509E-4,7.707759144205166E-4,0.0027359781121751026,6.0,'no'
0.0062266500622665,0.00546448087431694,1.1245273470994223E-4,0.0015980900402670264,0.38306878306878306,0.6886993603411513,0.0036496350364963502,1.0681478316599017E-4,2.3356845891530807E-4,0.0010259917920656635,7.0,'no'
0.0049813200498132005,0.009107468123861567,1.5462251022617057E-4,0.002888668815209943,0.2941798941798942,0.2889125799573561,0.021897810218978103,1.0681478316599017E-4,7.007053767459243E-5,0.0,8.0,'no'
0.0049813200498132005,0.007285974499089253,1.1948103062931362E-4,0.002404399106038117,0.3650793650793651,0.48827292110874204,0.021897810218978103,1.0681478316599017E-4,1.4014107534918486E-4,0.0,9.0,'no'
0.0049813200498132005,0.01092896174863388,1.8976398982302752E-4,0.003372938524381769,0.4560846560846561,0.9083155650319831,0.01824817518248175,3.5604927721996724E-4,5.839211472882702E-4,3.419972640218878E-4,10.0,'no'
0.0049813200498132005,0.0018214936247723133,1.4056591838742779E-5,9.515899785226384E-4,0.7883597883597884,1.0,0.0170316301703163,3.5604927721996724E-5,7.007053767459243E-5,0.0,11.0,'no'
0.0049813200498132005,0.0036429872495446266,4.9198071435599724E-5,0.0014358596876944646,0.5058201058201058,0.7153518123667378,0.0170316301703163,3.5604927721996724E-5,9.342738356612322E-5,0.0,12.0,'no'
0.0049813200498132005,0.009107468123861567,1.5462251022617057E-4,0.002888668815209943,0.4,0.7153518123667378,0.029197080291970802,2.1362956633198035E-4,3.503526883729621E-4,0.0,13.0,'no'
0.0049813200498132005,0.01092896174863388,1.8976398982302752E-4,0.003372938524381769,0.39576719576719577,0.847547974413646,0.009732360097323601,2.848394217759738E-4,5.372074555052086E-4,6.839945280437756E-4,14.0,'no'
0.0062266500622665,0.01092896174863388,2.3896206125862725E-4,0.002808764313196592,0.3703703703703704,0.8731343283582089,0.007907542579075427,3.5604927721996724E-4,7.007053767459242E-4,0.0010259917920656635,15.0,'no'
0.0049813200498132005,0.012750455373406194,2.2490546941988446E-4,0.0038572082335535957,0.33862433862433866,0.44029850746268656,0.0340632603406326,2.848394217759738E-4,2.802821506983697E-4,0.0,16.0,'no'
0.0062266500622665,0.01092896174863388,2.3896206125862725E-4,0.002808764313196592,0.3703703703703704,0.9488272921108741,0.007907542579075427,3.5604927721996724E-4,7.707759144205166E-4,0.0010259917920656635,17.0,'no'
0.0049813200498132005,0.03278688524590164,6.114617449853108E-4,0.009184175034443683,0.18730158730158733,0.36034115138592754,0.010948905109489052,5.340739158299509E-4,7.240622226374551E-4,0.0010259917920656635,18.0,'no'
0.0049813200498132005,0.007285974499089253,1.1948103062931362E-4,0.002404399106038117,0.3650793650793651,0.5309168443496802,0.009732360097323601,1.0681478316599017E-4,1.6349792124071565E-4,3.419972640218878E-4,19.0,'no'
0.0037359900373599006,0.009107468123861567,1.1245273470994223E-4,0.0036150733789676827,0.38306878306878306,0.466950959488273,0.021897810218978103,1.0681478316599017E-4,1.1678422945765403E-4,0.0,20.0,'no'
0.0037359900373599006,0.009107468123861567,1.1245273470994223E-4,0.0036150733789676827,0.4264550264550265,0.7782515991471216,0.010948905109489052,1.424197108879869E-4,2.802821506983697E-4,3.419972640218878E-4,21.0,'no'
0.0037359900373599006,0.030965391621129327,4.498109388397689E-4,0.010879119016545076,0.20634920634920637,0.49680170575692967,0.003819951338199513,3.9165420494196397E-4,7.240622226374551E-4,0.002051983584131327,22.0,'no'
0.0062266500622665,0.01092896174863388,2.3896206125862725E-4,0.002808764313196592,0.31957671957671957,0.5181236673773988,0.015815085158150853,2.848394217759738E-4,3.737095342644929E-4,3.419972640218878E-4,23.0,'no'
0.0049813200498132005,0.01092896174863388,1.8976398982302752E-4,0.003372938524381769,0.39576719576719577,0.8784648187633264,0.0036496350364963502,2.848394217759738E-4,5.605643013967394E-4,0.001709986320109439,24.0,'no'
0.0049813200498132005,0.00546448087431694,8.433955103245668E-5,0.001920129396866291,0.47089947089947093,0.7867803837953092,0.021897810218978103,1.0681478316599017E-4,2.1021161302377727E-4,0.0,25.0,'no'
0.014943960149439602,0.04371584699453552,0.0022279698064407304,0.004639303813866095,0.18941798941798946,0.23880597014925373,0.023990267639902675,0.002456740012817774,0.0020086887466716496,0.002051983584131327,26.0,'no'
0.014943960149439602,0.04371584699453552,0.0022279698064407304,0.004639303813866095,0.31322751322751324,0.6588486140724948,0.012165450121654502,0.0038097272662536495,0.004998365020787593,0.006155950752393981,27.0,'no'
0.007471980074719801,0.0273224043715847,7.309427756146244E-4,0.005518253336012959,0.2814814814814815,0.6194029850746269,0.003819951338199513,0.001032542903937905,0.0015181949829495024,0.004445964432284542,28.0,'no'
0.007471980074719801,0.18579234972677597,0.0050111749905118,0.03561077306395024,0.25396825396825395,0.6705756929637527,0.0018491484184914842,0.007334615110731325,0.011468211332741627,0.04103967168262654,29.0,'no'
0.012453300124533,0.014571948998178506,6.395749286627965E-4,0.001963713670691755,0.3047619047619048,0.6012793176972282,0.00583941605839416,9.613330484939116E-4,0.0012846265240341944,0.0030779753761969904,30.0,'no'
0.012453300124533,0.012750455373406194,5.622636735497111E-4,0.0017433709530185742,0.5555555555555555,1.0,0.00997566909975669,0.0015666168197678559,0.0018919045172139954,0.0030779753761969904,31.0,'no'
0.012453300124533,0.012750455373406194,5.622636735497111E-4,0.0017433709530185742,0.3746031746031746,0.44243070362473347,0.0851581508515815,0.001032542903937905,8.174896062035782E-4,0.0,32.0,'no'
0.012453300124533,0.012750455373406194,5.622636735497111E-4,0.0017433709530185742,0.5788359788359788,1.0,0.011897810218978101,0.0016378266752118493,0.0018919045172139954,0.0027359781121751026,33.0,'no'
0.012453300124533,0.061930783242258654,0.0026496675616030137,0.00768778163310274,0.3460317460317461,0.6343283582089553,0.012481751824817517,0.004984689881079541,0.005745784089316579,0.00786593707250342,34.0,'no'
0.0112079701120797,0.06739526411657559,0.002614526082006157,0.009184175034443683,0.3925925925925926,0.943496801705757,0.005158150851581509,0.005518763796909493,0.008244966599710375,0.01744186046511628,39.0,'no'
0.009962640099626401,0.03642987249544627,0.0012721215614062214,0.005632056717668339,0.39576719576719577,0.7569296375266524,0.004866180048661801,0.0026347646514277576,0.003246601578922782,0.008891928864569083,40.0,'no'
0.009962640099626401,0.06557377049180328,0.0022841961737957014,0.009937214432205873,0.5047619047619049,0.9072494669509595,0.0054014598540145994,0.006052837712739443,0.0069369832297846495,0.018467852257181942,41.0,'no'
0.0112079701120797,0.1766848816029144,0.0068315036336289905,0.02371226630959847,0.34285714285714286,0.82409381663113,0.0029683698296836987,0.012960193690806808,0.018942402018031487,0.05677154582763338,42.0,'no'
0.009962640099626401,0.08925318761384335,0.003106506796362154,0.013436063080972317,0.4666666666666667,0.9552238805970149,0.004111922141119221,0.0076906643879512925,0.009903302658009063,0.0280437756497948,43.0,'no'
0.0112079701120797,0.11839708561020036,0.004582448939430146,0.01596395096284925,0.23068783068783072,0.6385927505330491,0.0022871046228710463,0.006159652495905434,0.010020086887466716,0.03146374829001368,49.0,'no'
0.009962640099626401,0.1621129326047359,0.0056366933273358545,0.024196536018770295,0.21693121693121695,0.7718550106609808,0.002871046228710463,0.007263405255287332,0.01471481291166441,0.03283173734610123,50.0,'no'
0.009962640099626401,0.03825136612021858,0.001335376224680564,0.005900826406258702,0.24656084656084656,0.8059701492537314,0.0036009732360097325,0.0017802463860998362,0.0036203111131872753,0.007523939808481532,51.0,'no'
0.009962640099626401,0.1657559198542805,0.005763202653884539,0.02473407539595102,0.24444444444444444,0.8773987206823027,0.002262773722627737,0.008189133376059247,0.016957070117251366,0.041723666210670314,52.0,'no'
0.009962640099626401,0.020036429872495445,7.028295919371389E-4,0.0032107081718092075,0.4116402116402117,0.9797441364605545,0.001727493917274939,0.0014598020366018657,0.00231232774326155,0.009233926128590971,53.0,'no'
0.009962640099626401,0.09107468123861566,0.0031697614596364965,0.013704832769562681,0.25502645502645505,0.7718550106609808,0.003260340632603406,0.004593035676137578,0.008268323445601905,0.019493844049247606,54.0,'no'
0.009962640099626401,0.060109289617486336,0.002094432183972674,0.009130905366434782,0.28042328042328046,0.8784648187633264,0.0013625304136253042,0.003240048422701702,0.006166207315364133,0.021203830369357045,55.0,'no'
0.009962640099626401,0.14389799635701275,0.005004146694592429,0.0215064177843208,0.2941798941798942,0.8699360341151388,0.0024817518248175185,0.008295948159225236,0.014598028682206755,0.04035567715458276,56.0,'no'
0.008717310087173101,0.17122040072859745,0.005285278531367284,0.028736564542256166,0.26243386243386246,0.9328358208955224,0.0018734793187347933,0.00793989888200527,0.01646657635352922,0.04411764705882353,57.0,'no'
0.012453300124533,0.1785063752276867,0.007597587888840472,0.021775187472911163,0.1851851851851852,0.5746268656716418,0.0027737226277372265,0.008651997436445204,0.015111879291820432,0.03967168262653899,58.0,'no'
0.0112079701120797,0.020036429872495445,7.871691429695956E-4,0.002888668815209943,0.33015873015873015,1.0,0.001678832116788321,0.0013173823257138788,0.0026393235857429813,0.008549931600547196,59.0,'no'
0.0112079701120797,0.0947176684881603,0.003668770469911865,0.01281619785323238,0.2529100529100529,0.8070362473347548,0.0019221411192214112,0.005305134230577512,0.009973373195683656,0.029411764705882353,60.0,'no'
0.009962640099626401,0.1657559198542805,0.005763202653884539,0.02473407539595102,0.2507936507936508,0.8326226012793176,0.002554744525547445,0.00836715801466923,0.016139580511047788,0.04001367989056088,61.0,'no'
0.012453300124533,0.15300546448087432,0.006515230317257278,0.01869281077403249,0.21375661375661378,0.886993603411514,0.001630170316301703,0.008295948159225236,0.01936282524407904,0.04890560875512996,62.0,'no'
0.009962640099626401,0.1493624772313297,0.005193910684415457,0.02231272685009189,0.2423280423280423,0.8390191897654584,0.002214111922141119,0.007299010183009329,0.014644742373989817,0.03761969904240766,63.0,'no'
0.009962640099626401,0.020036429872495445,7.028295919371389E-4,0.0032107081718092075,0.4222222222222223,1.0,0.001678832116788321,0.0014954069643238624,0.0023590414350446115,0.009575923392612859,64.0,'no'
0.009962640099626401,0.11475409836065574,0.0039920720822029495,0.017201260069783265,0.2582010582010582,0.9680170575692963,0.001970802919708029,0.00587481307412946,0.012892978932125005,0.032147742818057455,65.0,'no'
0.012453300124533,0.18397085610200364,0.007829521654179727,0.022436215625930706,0.17777777777777778,0.7526652452025586,0.0012895377128953772,0.008651997436445204,0.01997010323725884,0.05540355677154583,66.0,'no'
0.0136986301369863,0.020036429872495445,9.55848245034509E-4,0.002404399106038117,0.2656084656084656,0.9776119402985075,0.001678832116788321,0.0013173823257138788,0.0031298173494651283,0.008549931600547196,67.0,'no'
0.0136986301369863,0.10018214936247723,0.004666788490462603,0.01128348422370355,0.21269841269841272,0.8155650319829424,0.0024817518248175185,0.00587481307412946,0.012822908394450414,0.028727770177838577,68.0,'no'
0.009962640099626401,0.151183970856102,0.005257165347689799,0.022581496538682255,0.17671957671957675,0.9328358208955224,0.001970802919708029,0.005732393363241473,0.016373148969963097,0.03146374829001368,69.0,'no'
0.009962640099626401,0.0965391621129326,0.003359525449459524,0.014511141835333773,0.2507936507936508,0.9541577825159916,0.001167883211678832,0.004806665242469558,0.01069743541832111,0.032489740082079346,70.0,'no'
0.009962640099626401,0.07285974499089254,0.0025372148268930717,0.011014714535113187,0.2571428571428572,0.7601279317697229,0.00218978102189781,0.0036673075553656626,0.006516560003737095,0.019493844049247606,71.0,'no'
0.0112079701120797,0.1493624772313297,0.005777259245723282,0.020080243490809776,0.2232804232804233,0.8155650319829424,0.0026763990267639906,0.007619454532507299,0.015859298360349418,0.03556771545827633,72.0,'no'
0.0112079701120797,0.00546448087431694,2.2490546941988446E-4,9.515899785226384E-4,0.33862433862433866,0.36034115138592754,0.0340632603406326,2.848394217759738E-4,2.1021161302377727E-4,0.0,73.0,'no'
0.0136986301369863,0.018214936247723135,8.715086940020522E-4,0.0022034271767318093,0.3343915343915344,1.0,0.0015328467153284669,0.0014954069643238624,0.002919605736441351,0.009917920656634747,74.0,'no'
0.0136986301369863,0.07832422586520947,0.0036547138780731224,0.008862135677844418,0.217989417989418,0.7515991471215353,0.003357664233576642,0.004664245531581571,0.009296024664829261,0.019493844049247606,75.0,'no'
0.0112079701120797,0.060109289617486336,0.0023333942452313013,0.008215635616100031,0.2560846560846561,0.8773987206823027,0.001727493917274939,0.003346863205867692,0.006866912692110058,0.019835841313269494,76.0,'no'
0.009962640099626401,0.1366120218579235,0.004751128041495059,0.02042891768141349,0.26666666666666666,0.8742004264392326,0.0020437956204379564,0.0072278003275653355,0.01392068015135236,0.03864569083447333,77.0,'no'
0.0136986301369863,0.023679417122040074,0.0011245273470994223,0.002808764313196592,0.31957671957671957,0.9552238805970149,0.0031873479318734795,0.0018870611692658264,0.0035969542672957444,0.008549931600547196,78.0,'no'
0.0136986301369863,0.01092896174863388,5.341504898722256E-4,0.0013946967624148593,0.16825396825396827,0.5554371002132196,0.006326034063260341,3.9165420494196397E-4,9.80987527444294E-4,0.0013679890560875513,79.0,'no'
