feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
0.581785238328295,0.888182075026017,-0.346528289888088,-0.956880020258829,-0.0975571210235601,-0.0990979900044263,-0.344059156193187,-0.527741404181574,0.0
-0.510718507680465,1.37234842717685,-0.231148441964839,0.0642900691647089,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574,0.0
1.0187867367318,0.968876467051156,-0.115768594041589,-0.81099857891261,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574,0.0
0.581785238328295,-0.483622589401334,0.807270189344406,-0.956880020258829,-0.0975571210235601,-0.0990979900044263,0.694064438094897,-0.527741404181574,0.0
-0.583552090747716,-0.483622589401334,-0.231148441964839,2.03368952733868,-0.0975571210235601,-0.0990979900044263,-0.344059156193187,-0.527741404181574,0.0
0.0719501568575404,-0.806400157501888,0.691890341421157,-0.66511713756639,-0.0975571210235601,6.50743467695733,-0.171038557145173,-0.527741404181574,1.0
-0.0008834262097103,0.323321330850049,-0.231148441964839,2.83603745474288,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574,0.0
-0.146550592344212,-0.402928197376196,1.0380298851909,-0.44629497554706,-0.0975571210235601,-0.0990979900044263,1.38614683428695,0.599119378272319,0.0
0.363284489126543,0.0005437627494955,1.84568882065365,0.720756555222698,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,-0.527741404181574,0.0
-0.729219256882217,-0.887094549527026,1.15340973311415,-0.81099857891261,-0.0975571210235601,-0.0990979900044263,1.38614683428695,0.223499117454355,1.0
-0.510718507680465,-0.887094549527026,0.461130645574658,-0.373354254873951,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.0582160781591182,0.0
-0.583552090747716,-1.0484833335773,1.0380298851909,-0.44629497554706,-0.0975571210235601,-0.0990979900044263,0.348023239998869,0.129594052249864,0.0
-0.729219256882217,-0.645011373451611,0.807270189344406,0.647815834549588,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.246026208568101,1.0
0.727452404462796,-0.806400157501888,0.230370949728159,1.4501637619538,-0.0975571210235601,-0.0990979900044263,0.521043839046883,-0.527741404181574,0.0
1.1644539028663,0.404015722875188,-0.577287985734587,-0.51923569622017,-0.0975571210235601,-0.0990979900044263,-0.690100354289214,-0.527741404181574,0.0
-0.292217758478713,-0.483622589401334,0.230370949728159,-1.10276146160505,-0.0975571210235601,-0.0990979900044263,0.001982041902841,-0.527741404181574,1.0
-0.219384175411463,-0.887094549527026,-0.0003887461183398,-1.10276146160505,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,1.16254976949927,1.0
0.581785238328295,-0.24153941332592,0.461130645574658,-1.10276146160505,-0.0975571210235601,-0.0990979900044263,0.175002640950855,-0.152121143363609,0.0
-0.0008834262097103,-1.29056650965272,0.576510493497908,-0.373354254873951,-0.0975571210235601,-0.0990979900044263,-0.171038557145173,-0.527741404181574,0.0
0.800285987530047,0.807487683000879,0.576510493497908,-0.373354254873951,-0.0975571210235601,-0.0990979900044263,0.001982041902841,-0.246026208568101,0.0
-0.365051341545964,-0.806400157501888,-0.0003887461183398,-0.7380578582395,-0.0975571210235601,-0.0990979900044263,0.001982041902841,-0.527741404181574,1.0
