fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.4711013085485165,0.2156633976528147,0.3307349583401985,1.8885046773241427,0.037785968414661135,47.02086519396494,176.67478312657775,0.9941546293364178,3.5124763051612335,0.47724424980004987,9.8077953961294,0.0
6.808921561359385,0.2989369318186233,0.3192581611671902,1.6008160075931919,0.043704829611966686,41.39529698662637,112.27654726965623,0.9898835518730658,3.3919541191965705,0.36263412213778834,11.800326117355734,0.0
7.351111319773487,0.2572308191694453,0.3940948036608816,1.0856251321847785,0.03510768543991986,50.2532369437713,107.01621517235037,0.9917413523352836,3.1526618214355127,0.49726614187950297,10.297731431058303,0.0
7.9773976675254294,0.20444854668436227,0.2488650009115579,1.4191219730213478,0.03716678442629187,17.451603208109752,83.2405115485956,0.993773825082392,3.2521806364303707,0.4953081520748829,9.60822717100603,0.0
7.554848734292101,0.29016350378319244,0.24671486825037614,1.8427266396723805,0.051510330670654685,14.953992144632869,109.64861309112314,0.9941780678916946,3.388698704882602,0.537254500621697,10.565740680579673,0.0
6.024973332204176,0.24539975228537847,0.32846811720305996,1.0406425567430257,0.03961319581554332,28.76847508772369,141.77071450399782,0.9890535305335749,3.625705463969239,0.5091129857021829,11.947865404260494,0.0
6.287331305206549,0.3090535540575732,0.29152266688370154,1.8939118658841374,0.04142010376280528,25.92453849887067,127.14769178555588,0.990954942846809,3.3974336088683517,0.46691528355064355,12.18857852676265,0.0
7.1799406358351865,0.2419654687222525,0.3323820195341314,1.9018410928312623,0.026239349269884728,30.29860373801913,83.85844697815605,0.9911644746967986,3.194938381089339,0.4977969291974025,11.203962025031666,0.0
6.674932760180995,0.33239477777484255,0.3639557891478153,0.804592886137634,0.04040488713987239,40.401379826678095,128.66256137684178,0.9914968951547898,3.202316541646793,0.43162508376241215,10.73282398110377,0.0
6.5183087836588545,0.3400989123878527,0.24753926362030293,1.6732443758407236,0.04418816396931368,14.12117763884098,33.725070224332214,0.9888163479879836,3.1275236170936886,0.40066744212088184,11.624025015797132,0.0
8.342234917443406,0.2844786289313205,0.45493594364057144,1.4353127569667032,0.04844756569888912,-1.035922684198507,103.69604510753764,0.9928007554440779,3.0709773133654905,0.6578353196848814,10.27303444528503,0.0
6.397516987668395,0.1839395699059141,0.38072425769989815,1.6847597633539586,0.04073459938535596,27.290072449120267,63.70632068544979,0.9927355811025482,3.318001727553719,0.3463682756865596,10.619799536070952,0.0
6.20208499114217,0.21366236961271287,0.28779231333926003,1.4906346379363442,0.03430223330326045,52.561743158303734,158.1694155066442,0.9930998720089453,3.240240891317843,0.5794947762402094,11.175261480984425,0.0
6.780744098710511,0.237391804718629,0.26040229629610573,1.2339703568482885,0.03826569495481663,39.38958988646823,99.72508498161484,0.9911925580224029,2.990844859355912,0.5209442167464879,12.320714474658038,0.0
7.9123596636069795,0.25385538550219194,0.29029274652611614,1.541500620670281,0.052250876676546036,39.18676313960724,125.42590246780685,0.9921215500333278,3.1094124505744807,0.4846862069770164,10.883762891258888,0.0
8.123732220497997,0.25409780050108943,0.3375328635831257,1.094050859195252,0.027181895872874673,2.7938843960648576,26.798899448836934,0.9896108920130184,3.0786645862695403,0.38946590425924943,11.353010652870969,0.0
7.71026940924712,0.2507169237522664,0.3768028923990631,1.5910212672295452,0.03001582633140607,21.636446130792773,136.09037408872865,0.991735441867547,3.0424608259417547,0.5589383621389331,11.601469735461649,0.0
7.17574944565317,0.09931143952070665,0.20381853566040628,1.9383390096812019,0.03811657996431603,12.09741351243036,102.03320394275148,0.9914099244441751,3.1244573854906283,0.4189881782624342,12.391115561380104,0.0
6.746442396451422,0.11184181652654351,0.268542390801808,1.6094873258910471,0.025894617302584508,14.511150435090231,87.50993868410549,0.993208725090814,3.258206581539256,0.5650079236166514,10.301149958427393,0.0
6.138519047190455,0.214546314741404,0.3432168157688394,2.0511290809642704,0.04268570652936007,45.152262701570066,173.05136924369305,0.991242847447201,3.482376897436804,0.507523635468774,11.460274796085582,0.0
8.195830594113895,0.19179420546105294,0.3704723785146177,1.4329262938344267,0.04865520418689976,6.64664603370127,46.59171315658915,0.9921571619471874,2.952279788355391,0.5231969622012229,9.625729791202556,0.0
6.282802073421341,0.2349199842981645,0.09457008698282529,1.1956774480838992,0.03334903365918842,36.5133831289328,129.13352844967872,0.9931367487935951,3.526018821454091,0.5341612446289952,9.481978746458626,0.0
5.900982578301289,0.14423821707940332,0.4564040764368752,1.6160196256654518,0.026891265337615648,28.314306437936974,73.6088912089794,0.9926813061498453,3.1801490063919284,0.8288741421227553,11.137950285576359,0.0
5.946327931758104,0.21242070302320654,0.32093963606407727,2.052119838725895,0.0480847611799035,43.55341641824996,166.84455648036248,0.9921868587684761,3.274821553274335,0.49425224089634323,9.964514477790084,0.0
6.3970397524325175,0.1933151558803644,0.4238792857699082,0.8669478918658196,0.04563070123781688,32.69142274367308,115.4685164498827,0.9922271547495116,3.481267317404888,0.25577950973241803,10.770787572269494,0.0
7.628349499211363,0.2389286591438286,0.29534933271681846,1.2659191613810719,0.04738989767098372,35.344070787684466,139.6570453620288,0.9926952859095484,3.0674351283600383,0.5552604335586957,10.892341935556555,0.0
5.981422451570788,0.22164105073182194,0.2891386453628724,1.5610935534023067,0.039081116995748046,40.85485534978909,145.9302953894366,0.9911202820983176,3.3783819691645016,0.3701059679322445,11.076357617554784,0.0
5.643325752322423,0.287737991829327,0.25934301633815693,1.3412774327691168,0.0393187419116524,11.457832047519144,82.95372377379307,0.9916580168902212,3.2302020032830314,0.4976521101538873,10.800740128653526,0.0
8.821205336868342,0.31853366777112896,0.3345697617375889,1.2764379089497688,0.03758944977669573,9.687445510469797,151.7209683802979,0.9931732748391033,2.953041930656903,0.3654944552868111,10.437233139991193,0.0
7.743109901582213,0.21643632112893663,0.4307593668211718,1.7529915807058258,0.04454807127600913,21.82189874409133,144.28246710866972,0.9918489136088395,3.0813901490097955,0.5195264269974338,11.014241750946004,0.0
8.870373377430859,0.23191476302040578,0.26322587894776966,1.8253893806329826,0.04204875139430514,29.16702796441871,135.46355024589104,0.9936622661459025,3.1131666027638687,0.5319098723897431,10.593628624098756,0.0
6.9905612865940565,0.2579133849333412,0.274826486512174,1.8603426803091847,0.050366547132244754,35.702604843470425,153.13977839008032,0.9925878984912359,3.285499993716411,0.3594359037299262,10.345570957651795,0.0
7.313807519316018,0.19338223799563536,0.18188160102463113,1.5253698880027022,0.030345222270361405,26.97347280713318,111.0960583194799,0.9918925895870844,3.165724618789013,0.33519311264851664,11.513058587877357,0.0
8.422945087461265,0.18265140223852874,0.48734060982604643,1.7315711795199418,0.04865093046116014,1.717416682107487,117.5524753936342,0.9966532345758128,3.3342943122427853,0.6311243277657494,10.480146218654726,0.0
7.058217629324767,0.3527166482848092,0.3445162141319326,1.8006390593175243,0.05209693417443706,28.965302337807447,84.7689235063164,0.9922466050350975,3.078686835679099,0.32722373139998584,10.240420143066247,0.0
6.960270509922559,0.172143173121454,0.40196477157722493,1.2739899383019992,0.03781069446058692,38.94222320411419,72.53755216368327,0.9920443611684426,3.2770324162408535,0.4290142709181056,11.034286401798163,0.0
6.99060497848684,0.15615867581292814,0.24406313551644745,1.1113567995932043,0.04408976774670842,37.031237379182436,91.69045722615871,0.9958489050960782,3.3938608209255636,0.3804145940796159,9.439834890813191,0.0
5.718293724862265,0.3585108914513684,0.25468307419864455,0.7985447350722413,0.024210946757889477,19.590823133404008,57.91140138686352,0.9877977604278064,3.410148646477773,0.45960141098161317,11.669977313916364,0.0
5.998980960200265,0.18681753833157727,0.3693405287255406,0.9894591404004287,0.037332618021799435,22.02951103511983,129.69703371702175,0.9882811628498651,3.341850958712813,0.6852164856030404,11.854222902068104,0.0
5.9833429630811175,0.14075487779624973,0.30731214727138234,1.7801829323153395,0.029956666891155906,44.55221527531245,118.78937900646874,0.9916494789652021,3.3557217607132306,0.6709048194827117,11.412699773556245,0.0
7.527368090485294,0.27505937873684017,0.3373873812303862,1.7698483081429925,0.041982270228205165,41.57089697216818,135.12408396052768,0.9922636524595545,3.427467083949032,0.3906564263874239,11.524128120032444,0.0
6.826012962128439,0.08824539669311976,0.4791388769905718,1.7872310484775378,0.052417390703177545,22.930973676600864,127.78432826498039,0.9911724268526954,3.1569913381448136,0.7105004835189632,11.63382461081606,0.0
4.111661304978485,0.27551254554895127,0.29891752998816434,1.506893300067229,0.0219877619411207,21.0022995446768,99.71128403558436,0.9882275616185862,3.5088806298308373,0.7223742832279535,12.542636194721844,0.0
