feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,label
0.40501781112840324,-0.07072947325281971,0.19748780912894923,0.246085055328157,0.8037035869955983,2.4792268760960456,4.273739193027125,4.8392142869279064,5.035414072789004,5.147844598158519,5.940880147904155,4.984963696116401,4.64073926732365,0.3179034199968767,3.795509731933741,1.521405097425491,0.13687987428560103,0.4019440133747034,0.9287411206946565,0.6606953841872092,0.3238743253129499,0.0
0.8446023772252758,0.46579196569925585,0.49207486931345035,0.3550798481347135,-0.08997304463919847,1.1650411001592265,2.42413422691434,3.088950900663667,3.347803220833404,3.70075546658749,4.198032679278781,3.485359720768694,3.091854617643292,2.3343094710966548,2.311393742810877,2.0666680416134025,2.2460764978030094,2.7672791221866824,1.451981808999845,1.1000810274293062,0.7464510682535819,0.0
0.1841463426394191,-0.09685042593648656,0.14993625458222035,0.15571443068122617,-2.0106323762274196,0.7147203088672353,1.7788227691954976,1.6510007589527986,3.1453260538034016,4.15666650427979,5.375958209540779,5.1074689737590155,4.767106540131327,4.037066805960833,2.4917756604945525,2.028949526231595,0.014687677685542017,0.20320215784947665,0.6254340655033904,0.39226781496983265,0.11974175862722594,0.0
1.6553899179724347,1.100728354795323,1.5652526036971661,2.1312192952333358,2.558587303692977,4.273443725599786,5.098912464381057,4.473194858229907,4.7110702280774674,5.690726216224962,6.7865959373723586,5.838755847208825,3.751572580225436,5.554815219301238,6.6715130956824975,4.946418183571562,3.7599169069312213,3.022147311626491,2.184074964028977,1.954873029103452,1.503859987276371,0.0
2.385522670150705,-1.493653677935484,-1.3344073875375917,-1.1749606389731644,-0.8251549884816469,0.005628136924338484,1.06572241252654,2.8989919583835695,4.077415733248311,4.43638081088546,5.206610415781367,4.657278236729775,4.267931115572829,3.6210795237342346,0.46739730346048897,3.760397025554008,3.0307499763055206,3.5040619857413984,3.3868827387751903,2.810242863464473,2.3074806873967915,0.0
0.0939376634825317,0.4310898086074165,0.4997043310908888,0.37342074484604637,0.7507494046539762,2.29239560794819,1.8147750969615477,1.6055888432881025,0.556927116073597,2.0654038935656764,2.384313777315063,1.4548813021817852,0.4970804645191276,0.13039395890541017,0.2650057211695205,0.6655764501722793,-0.2441980972935317,-0.13401826878487094,0.5391460278849858,-1.0442752922732528,0.038619756111478915,0.0
0.72827061721553,0.7175727503091401,-0.5121369883567838,1.5559576179605,2.387395952673414,3.111665141818617,3.097538045451098,3.9874706398924253,3.384282055363706,2.733965988279796,3.365075938902728,3.5624444211064366,3.1327177554149364,3.6554416758527837,3.200994032253132,2.9126235305005173,2.346258273071752,2.4114613600598136,1.2737786674576574,0.9718146365789955,0.6366949907867184,0.0
-0.5991758388751136,1.1113515684493787,1.291028818206388,1.9312985363174597,0.2725036486537822,3.753858970966158,3.684777422860944,4.505719512223654,4.313500043239008,4.211817353109963,4.312871593603197,4.366482433796785,3.947239209130568,3.680180328867175,4.183089985728055,1.8394913730335007,0.07657128290225079,0.6122910829788563,-0.24691912989808293,-0.3437908620169172,-0.5795072281750149,0.0
1.986028653123816,2.424474377025747,3.029067337879986,3.8119034737413373,0.15608788227581938,5.672583154450224,6.120967658139628,5.012643039959401,4.851809328521698,5.883982366367113,6.933769853507695,5.839926626273036,5.427295022668967,5.766979251149753,5.786790648656194,5.577400214077228,4.560857711333718,3.994571720976239,2.895544184512207,2.3298761288792607,1.8753725151524767,0.0
-1.5043212006133038,1.3629419280818051,1.9342098701543198,2.2391117879328473,3.1498973518685958,3.3806389813577726,3.934500686977163,3.264630987600886,2.550100586768322,1.8992972795427643,6.531366825172166,2.6785455186645653,2.1573907475973315,0.7900918343956875,0.9189360328268904,-0.34378542544342683,-0.38760936910624083,-0.28970619093836614,-1.1371616665009991,-1.2245850903530409,-1.4174284317122554,0.0
