support	itemsets
0.9025	frozenset({'Success'})
0.119	frozenset({'NeuTraL'})
0.118	frozenset({'ICL'})
0.115	frozenset({'GOAD'})
0.1095	frozenset({'ICL', 'Success'})
0.1055	frozenset({'Success', 'NeuTraL'})
0.1045	frozenset({'RoSAS'})
0.1045	frozenset({'Success', 'GOAD'})
0.1025	frozenset({'PReNet'})
0.1	frozenset({'DevNet'})
0.0975	frozenset({'Success', 'DevNet'})
0.097	frozenset({'Success', 'PReNet'})
0.0965	frozenset({'SLAD'})
0.096	frozenset({'Success', 'RoSAS'})
0.0895	frozenset({'DeepSVDD'})
0.0885	frozenset({'Success', 'SLAD'})
0.084	frozenset({'RCA'})
0.0825	frozenset({'DeepSAD'})
0.082	frozenset({'Success', 'DeepSVDD'})
0.081	frozenset({'RCA', 'Success'})
0.0795	frozenset({'Success', 'DeepSAD'})
0.0725	frozenset({'RePEN'})
0.069	frozenset({'Success', 'RePEN'})
0.052	frozenset({'RCA', 'RePEN'})
0.05	frozenset({'RCA', 'Success', 'RePEN'})
0.048	frozenset({'NeuTraL', 'GOAD'})
0.044	frozenset({'Success', 'NeuTraL', 'GOAD'})
0.04	frozenset({'RCA', 'DeepSAD'})
0.0385	frozenset({'PReNet', 'DevNet'})
0.0385	frozenset({'RCA', 'Success', 'DeepSAD'})
0.037	frozenset({'Success', 'PReNet', 'DevNet'})
0.033	frozenset({'DevNet', 'RoSAS'})
0.032	frozenset({'Success', 'DevNet', 'RoSAS'})
