antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'RCA', 'RePEN', 'DevNet', 'DeepSAD', 'DeepSVDD'})	frozenset({'Success'})	0.006	0.9025	0.006	1.0	1.10803324099723	0.0005850000000000005	inf	0.09808853118712282
frozenset({'RCA', 'ICL', 'RePEN'})	frozenset({'Success'})	0.0115	0.9025	0.0115	1.0	1.10803324099723	0.0011212500000000007	inf	0.09863429438543253
frozenset({'RCA', 'RePEN', 'DevNet'})	frozenset({'Success'})	0.017	0.9025	0.017	1.0	1.10803324099723	0.001657500000000001	inf	0.09918616480162773
frozenset({'DeepSVDD', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.007	0.9025	0.007	1.0	1.10803324099723	0.0006825	inf	0.09818731117824774
frozenset({'PReNet', 'DeepSAD'})	frozenset({'Success'})	0.015	0.9025	0.015	1.0	1.10803324099723	0.0014625000000000003	inf	0.09898477157360408
frozenset({'RCA', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.0145	0.9025	0.0145	1.0	1.10803324099723	0.00141375	inf	0.0989345509893455
frozenset({'NeuTraL', 'DeepSAD'})	frozenset({'Success'})	0.014	0.9025	0.014	1.0	1.10803324099723	0.001365	inf	0.09888438133874239
frozenset({'RePEN', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.013	0.9025	0.013	1.0	1.10803324099723	0.0012674999999999995	inf	0.09878419452887535
frozenset({'RCA', 'PReNet', 'RePEN'})	frozenset({'Success'})	0.013	0.9025	0.013	1.0	1.10803324099723	0.0012674999999999995	inf	0.09878419452887535
frozenset({'RCA', 'DeepSVDD', 'RePEN', 'DevNet'})	frozenset({'Success'})	0.0065	0.9025	0.0065	1.0	1.10803324099723	0.0006337499999999998	inf	0.09813789632611974
frozenset({'ICL', 'NeuTraL', 'SLAD'})	frozenset({'Success'})	0.0065	0.9025	0.0065	1.0	1.10803324099723	0.0006337499999999998	inf	0.09813789632611974
frozenset({'RCA', 'DeepSVDD', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.0065	0.9025	0.0065	1.0	1.10803324099723	0.0006337499999999998	inf	0.09813789632611974
frozenset({'ICL', 'DeepSVDD'})	frozenset({'Success'})	0.0125	0.9025	0.0125	1.0	1.10803324099723	0.001218750000000001	inf	0.09873417721518996
frozenset({'RCA', 'PReNet', 'DevNet'})	frozenset({'Success'})	0.0125	0.9025	0.0125	1.0	1.10803324099723	0.001218750000000001	inf	0.09873417721518996
frozenset({'SLAD', 'PReNet', 'DevNet'})	frozenset({'Success'})	0.007	0.9025	0.007	1.0	1.10803324099723	0.0006825	inf	0.09818731117824774
