antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'RCA', 'PReNet', 'DevNet'})	frozenset({'Success'})	0.0125	0.9025	0.0125	1.0	1.10803324099723	0.001218750000000001	inf	0.09873417721518996
frozenset({'RCA', 'RePEN', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.012	0.9025	0.012	1.0	1.10803324099723	0.001170000000000001	inf	0.09868421052631586
frozenset({'RCA', 'RePEN', 'DevNet'})	frozenset({'Success'})	0.017	0.9025	0.017	1.0	1.10803324099723	0.001657500000000001	inf	0.09918616480162773
frozenset({'RCA', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.0145	0.9025	0.0145	1.0	1.10803324099723	0.00141375	inf	0.0989345509893455
frozenset({'NeuTraL', 'DeepSAD'})	frozenset({'Success'})	0.014	0.9025	0.014	1.0	1.10803324099723	0.001365	inf	0.09888438133874239
frozenset({'RCA', 'PReNet', 'RePEN'})	frozenset({'Success'})	0.013	0.9025	0.013	1.0	1.10803324099723	0.0012674999999999995	inf	0.09878419452887535
frozenset({'RePEN', 'DevNet'})	frozenset({'Success'})	0.0225	0.9025	0.0225	1.0	1.10803324099723	0.0021937500000000013	inf	0.09974424552429674
frozenset({'RePEN', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.013	0.9025	0.013	1.0	1.10803324099723	0.0012674999999999995	inf	0.09878419452887535
frozenset({'ICL', 'DeepSAD'})	frozenset({'Success'})	0.016	0.9025	0.016	1.0	1.10803324099723	0.0015600000000000006	inf	0.09908536585365857
frozenset({'RCA', 'DevNet'})	frozenset({'Success'})	0.0245	0.9025	0.0245	1.0	1.10803324099723	0.002388750000000002	inf	0.09994874423372638
frozenset({'ICL', 'DeepSVDD'})	frozenset({'Success'})	0.0125	0.9025	0.0125	1.0	1.10803324099723	0.001218750000000001	inf	0.09873417721518996
frozenset({'PReNet', 'DeepSAD'})	frozenset({'Success'})	0.015	0.9025	0.015	1.0	1.10803324099723	0.0014625000000000003	inf	0.09898477157360408
