support	itemsets
0.9025	frozenset({'Success'})
0.119	frozenset({'NeuTraL'})
0.118	frozenset({'ICL'})
0.115	frozenset({'GOAD'})
0.1095	frozenset({'ICL', 'Success'})
0.1055	frozenset({'Success', 'NeuTraL'})
0.1045	frozenset({'Success', 'GOAD'})
0.1045	frozenset({'RoSAS'})
0.1025	frozenset({'PReNet'})
0.1	frozenset({'DevNet'})
0.0975	frozenset({'Success', 'DevNet'})
0.097	frozenset({'Success', 'PReNet'})
0.0965	frozenset({'SLAD'})
0.096	frozenset({'Success', 'RoSAS'})
0.0895	frozenset({'DeepSVDD'})
0.0885	frozenset({'Success', 'SLAD'})
0.084	frozenset({'RCA'})
0.0825	frozenset({'DeepSAD'})
0.082	frozenset({'Success', 'DeepSVDD'})
0.081	frozenset({'RCA', 'Success'})
0.0795	frozenset({'Success', 'DeepSAD'})
0.0725	frozenset({'RePEN'})
0.069	frozenset({'Success', 'RePEN'})
0.052	frozenset({'RCA', 'RePEN'})
0.05	frozenset({'RCA', 'Success', 'RePEN'})
0.048	frozenset({'NeuTraL', 'GOAD'})
0.044	frozenset({'Success', 'NeuTraL', 'GOAD'})
0.04	frozenset({'RCA', 'DeepSAD'})
0.0385	frozenset({'PReNet', 'DevNet'})
0.0385	frozenset({'RCA', 'Success', 'DeepSAD'})
0.037	frozenset({'Success', 'PReNet', 'DevNet'})
0.033	frozenset({'DevNet', 'RoSAS'})
0.032	frozenset({'Success', 'DevNet', 'RoSAS'})
0.0295	frozenset({'RePEN', 'DeepSAD'})
0.029	frozenset({'RCA', 'DeepSVDD'})
0.0285	frozenset({'RCA', 'Success', 'DeepSVDD'})
0.0285	frozenset({'Success', 'RePEN', 'DeepSAD'})
0.0275	frozenset({'ICL', 'NeuTraL'})
0.0265	frozenset({'DeepSVDD', 'SLAD'})
0.0265	frozenset({'RCA', 'RePEN', 'DeepSAD'})
0.026	frozenset({'DeepSVDD', 'NeuTraL'})
0.026	frozenset({'ICL', 'Success', 'NeuTraL'})
0.0255	frozenset({'RCA', 'Success', 'RePEN', 'DeepSAD'})
0.0245	frozenset({'Success', 'DeepSVDD', 'SLAD'})
0.0245	frozenset({'RCA', 'Success', 'DevNet'})
0.0245	frozenset({'RCA', 'DevNet'})
0.024	frozenset({'DeepSAD', 'DevNet'})
0.0235	frozenset({'GOAD', 'SLAD'})
0.0235	frozenset({'NeuTraL', 'SLAD'})
0.0235	frozenset({'Success', 'DeepSVDD', 'NeuTraL'})
0.0235	frozenset({'Success', 'DeepSAD', 'DevNet'})
0.023	frozenset({'DeepSVDD', 'RePEN'})
0.023	frozenset({'RCA', 'DeepSVDD', 'RePEN'})
0.023	frozenset({'PReNet', 'RoSAS'})
0.023	frozenset({'RCA', 'PReNet'})
0.0225	frozenset({'RePEN', 'DevNet'})
0.0225	frozenset({'Success', 'RePEN', 'DevNet'})
0.0225	frozenset({'Success', 'DeepSVDD', 'RePEN'})
0.0225	frozenset({'RCA', 'Success', 'DeepSVDD', 'RePEN'})
0.0225	frozenset({'RCA', 'PReNet', 'Success'})
0.0225	frozenset({'Success', 'GOAD', 'SLAD'})
0.022	frozenset({'Success', 'NeuTraL', 'SLAD'})
0.021	frozenset({'RCA', 'ICL'})
0.021	frozenset({'DeepSVDD', 'GOAD'})
0.021	frozenset({'ICL', 'GOAD'})
0.0205	frozenset({'RCA', 'ICL', 'Success'})
0.0205	frozenset({'Success', 'PReNet', 'RoSAS'})
0.0205	frozenset({'PReNet', 'RePEN'})
0.02	frozenset({'NeuTraL', 'RoSAS'})
0.02	frozenset({'Success', 'PReNet', 'RePEN'})
0.02	frozenset({'ICL', 'Success', 'GOAD'})
0.0195	frozenset({'ICL', 'DevNet'})
0.0195	frozenset({'DeepSVDD', 'DeepSAD'})
0.0195	frozenset({'RCA', 'SLAD'})
0.019	frozenset({'Success', 'DeepSVDD', 'DeepSAD'})
0.0185	frozenset({'ICL', 'Success', 'DevNet'})
0.0185	frozenset({'RCA', 'Success', 'SLAD'})
0.0185	frozenset({'RCA', 'DeepSVDD', 'DeepSAD'})
0.0185	frozenset({'Success', 'DeepSVDD', 'GOAD'})
0.0185	frozenset({'ICL', 'PReNet'})
0.018	frozenset({'RCA', 'Success', 'DeepSVDD', 'DeepSAD'})
0.0175	frozenset({'ICL', 'SLAD'})
0.017	frozenset({'RCA', 'Success', 'RePEN', 'DevNet'})
0.017	frozenset({'RePEN', 'SLAD'})
0.017	frozenset({'RCA', 'RePEN', 'DevNet'})
0.017	frozenset({'ICL', 'Success', 'SLAD'})
0.017	frozenset({'Success', 'NeuTraL', 'RoSAS'})
0.0165	frozenset({'Success', 'ICL', 'PReNet'})
0.016	frozenset({'ICL', 'DeepSAD'})
0.016	frozenset({'DevNet', 'SLAD'})
0.016	frozenset({'ICL', 'Success', 'DeepSAD'})
0.016	frozenset({'Success', 'RePEN', 'SLAD'})
0.0155	frozenset({'ICL', 'RePEN'})
0.015	frozenset({'ICL', 'Success', 'RePEN'})
0.015	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD'})
0.015	frozenset({'RCA', 'DeepSVDD', 'RePEN', 'DeepSAD'})
0.015	frozenset({'Success', 'PReNet', 'DeepSAD'})
0.015	frozenset({'PReNet', 'DeepSAD'})
0.015	frozenset({'Success', 'DevNet', 'SLAD'})
