antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'SLAD', 'RePEN'})	frozenset({'Success'})	0.04	0.948	0.04	1.0	1.0548523206751055	0.0020799999999999985	inf	0.054166666666666634
frozenset({'RCA', 'SLAD'})	frozenset({'Success'})	0.04	0.948	0.04	1.0	1.0548523206751055	0.0020799999999999985	inf	0.054166666666666634
frozenset({'NeuTraL', 'ICL'})	frozenset({'Success'})	0.03	0.948	0.03	1.0	1.0548523206751055	0.0015600000000000024	inf	0.0536082474226805
frozenset({'SLAD', 'DeepSVDD'})	frozenset({'Success'})	0.03	0.948	0.03	1.0	1.0548523206751055	0.0015600000000000024	inf	0.0536082474226805
frozenset({'SLAD', 'NeuTraL', 'DeepSVDD'})	frozenset({'Success'})	0.03	0.948	0.03	1.0	1.0548523206751055	0.0015600000000000024	inf	0.0536082474226805
frozenset({'SLAD', 'RePEN', 'DeepSVDD'})	frozenset({'Success'})	0.03	0.948	0.03	1.0	1.0548523206751055	0.0015600000000000024	inf	0.0536082474226805
frozenset({'RCA', 'RePEN'})	frozenset({'Success'})	0.032	0.948	0.032	1.0	1.0548523206751055	0.0016640000000000023	inf	0.05371900826446288
frozenset({'SLAD', 'NeuTraL'})	frozenset({'Success'})	0.034	0.948	0.034	1.0	1.0548523206751055	0.0017679999999999987	inf	0.05383022774327119
frozenset({'SLAD', 'NeuTraL', 'RePEN'})	frozenset({'Success'})	0.034	0.948	0.034	1.0	1.0548523206751055	0.0017679999999999987	inf	0.05383022774327119
frozenset({'SLAD', 'NeuTraL', 'RePEN', 'DeepSVDD'})	frozenset({'Success'})	0.03	0.948	0.03	1.0	1.0548523206751055	0.0015600000000000024	inf	0.0536082474226805
frozenset({'RePEN'})	frozenset({'Success'})	0.12	0.948	0.118	0.9833333333333333	1.0372714486638537	0.004240000000000008	3.119999999999993	0.04083204930662565
frozenset({'ICL'})	frozenset({'Success'})	0.1	0.948	0.098	0.98	1.0337552742616034	0.0032000000000000084	2.6	0.036281179138322094
frozenset({'SLAD'})	frozenset({'Success'})	0.088	0.948	0.086	0.9772727272727273	1.0308784042961259	0.002576000000000009	2.2880000000000043	0.03284373725010211
frozenset({'DevNet'})	frozenset({'Success'})	0.08	0.948	0.078	0.975	1.0284810126582278	0.0021599999999999953	2.08	0.030100334448160466
