antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'NeuTraL', 'ICL', 'DeepSAD'})	frozenset({'Success'})	0.016	0.948	0.016	1.0	1.0548523206751055	0.0008320000000000011	inf	0.052845528455284625
frozenset({'GOAD', 'NeuTraL', 'DevNet', 'DeepSVDD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'DeepSAD', 'RePEN', 'Quartile', 'DeepSVDD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'RePEN', 'DevNet', 'RoSAS', 'DeepSVDD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'RePEN', 'NeuTraL', 'DevNet', 'DeepSVDD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'RePEN', 'NeuTraL', 'Quartile', 'DeepSVDD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'DeepSAD', 'RePEN', 'NeuTraL', 'DevNet'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'PReNet', 'RoSAS'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'PReNet', 'Quartile'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'DevNet', 'NeuTraL', 'DeepSAD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'DevNet', 'RePEN', 'RoSAS'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'DeepSAD', 'NeuTraL', 'DevNet', 'DeepSVDD'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
frozenset({'GOAD', 'NeuTraL', 'DevNet', 'RePEN'})	frozenset({'Success'})	0.012	0.948	0.012	1.0	1.0548523206751055	0.0006240000000000013	inf	0.05263157894736853
