antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'RePEN'})	frozenset({'Success'})	0.12	0.948	0.118	0.9833333333333333	1.0372714486638537	0.004240000000000008	3.119999999999993	0.04083204930662565
frozenset({'ICL'})	frozenset({'Success'})	0.1	0.948	0.098	0.98	1.0337552742616034	0.0032000000000000084	2.6	0.036281179138322094
frozenset({'SLAD'})	frozenset({'Success'})	0.088	0.948	0.086	0.9772727272727273	1.0308784042961259	0.002576000000000009	2.2880000000000043	0.03284373725010211
frozenset({'DevNet'})	frozenset({'Success'})	0.08	0.948	0.078	0.975	1.0284810126582278	0.0021599999999999953	2.08	0.030100334448160466
frozenset({'RePEN', 'DeepSVDD'})	frozenset({'Success'})	0.078	0.948	0.076	0.9743589743589743	1.0278048252731797	0.0020560000000000023	2.028	0.02934124900102755
frozenset({'NeuTraL', 'RePEN'})	frozenset({'Success'})	0.07	0.948	0.068	0.9714285714285714	1.024713682941531	0.0016400000000000026	1.820000000000001	0.025932953826692005
frozenset({'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.062	0.948	0.06	0.9677419354838709	1.0208248264597795	0.0012240000000000029	1.6119999999999972	0.021748400852878515
frozenset({'DeepSVDD'})	frozenset({'Success'})	0.112	0.948	0.108	0.9642857142857143	1.0171790235081375	0.0018240000000000062	1.456000000000002	0.019019019019019083
frozenset({'RCA'})	frozenset({'Success'})	0.106	0.948	0.102	0.9622641509433962	1.0150465727251015	0.0015119999999999995	1.3780000000000014	0.01658112909593367
frozenset({'PReNet'})	frozenset({'Success'})	0.094	0.948	0.09	0.9574468085106382	1.0099649878804202	0.0008879999999999999	1.2219999999999993	0.01089036055923473
frozenset({'DeepSAD'})	frozenset({'Success'})	0.09	0.948	0.086	0.9555555555555555	1.0079699953117673	0.00068	1.1699999999999993	0.008688985433171481
frozenset({'GOAD', 'DeepSVDD'})	frozenset({'Success'})	0.072	0.948	0.068	0.9444444444444445	0.9962494139709331	-0.00025599999999999234	0.9360000000000023	-0.004040404040403921
frozenset({'NeuTraL'})	frozenset({'Success'})	0.102	0.948	0.096	0.9411764705882354	0.9928021841648054	-0.0006959999999999883	0.8840000000000022	-0.008008837337751868
frozenset({'RoSAS'})	frozenset({'Success'})	0.1	0.948	0.094	0.94	0.9915611814345991	-0.0007999999999999952	0.8666666666666667	-0.009367681498828983
frozenset({'GOAD'})	frozenset({'Success'})	0.112	0.948	0.104	0.9285714285714285	0.9795057263411694	-0.0021759999999999974	0.7279999999999999	-0.02301963439404195
